touchpoint_id,account_id,date_key,channel_key,campaign_key,ad_spend,impressions,clicks,click_through_rate,cost_per_click,landing_page_visits,form_submissions,demo_requests,mql_generated,sql_generated,opportunities_created,deal_closed,deal_value,sales_cycle_days,roi,roas,cost_per_acquisition,estimated_ltv,engagement_score,email_opens,email_clicks,content_downloads
16287,1720,20240925,356,35,11136.57,485322,368,9.3,217.78,4934,1402,4,66,40,6,0,0,103,-100,0,0,0,96,43,7,4
16288,1406,20240811,371,4,9274.34,200751,3852,10.98,60.9,3372,91,34,285,50,77,0,0,215,-100,0,0,0,79,5,3,4
16290,1422,20241222,342,16,1711.73,51951,3767,17.4,241.18,1294,130,371,272,24,50,0,0,238,-100,0,0,0,142,2,23,16
16291,1712,20240723,193,26,5769.555,425864,2439,18.76,131.74,7442,689,22,287,20,72,0,0,399,-100,0,0,0,142,26,23,14
16292,1247,20241206,110,28,1728.05,316019,8112,3.79,152.53,4487,748,88,244,47,36,0,0,288,-100,0,0,0,107,28,12,18
16293,1072,20240803,209,28,5769.555,298700,12142,12.84,231.9,5050,886,312,50,50,14,0,0,137,-100,0,0,0,0,30,2,16
16294,1830,20241007,346,11,5377.64,174566,11993,19.78,179,6989,1400,482,55,23,11,0,0,312,-100,0,0,0,142,27,12,6
16295,1185,20240731,229,11,737.548,428779,5701,5.97,194.66,2788,1620,226,229,67,75,0,0,48,-100,0,0,0,102,10,11,17
16296,1006,20240911,84,5,1849.59,0,0,2.75,114.39,4258,196,314,136,23,3,0,0,236,-100,0,0,0,0,19,20,1
16297,1206,20241106,365,12,3521.25,114869,2204,22.83,143.51,5476,1028,165,287,86,3,1,100496.05313817816,337,2753.988019543576,28.53988019543576,3521.25,120595.26376581378,47,9,3,16
16298,1544,20240607,289,24,8459.87,496301,5907,19.2,52.38,2823,1333,413,214,140,26,0,0,284,-100,0,0,0,28,24,15,12
16299,1611,20240123,168,17,8860.64,23108,13581,7.95,307,7829,1592,459,142,49,8,0,0,62,-100,0,0,0,39,9,24,10
16301,1768,20241216,233,4,7800.24,31354,6576,1.71,25.296,5075,1369,352,67,67,24,1,106207.89525161628,332,1261.597787396494,13.61597787396494,7800.24,127449.47430193954,23,2,18,14
16302,1699,20240820,263,34,5769.555,196429,9302,20.29,241.46,7770,1555,332,192,24,40,0,0,51,-100,0,0,0,55,18,20,15
16303,1076,20241001,363,9,5769.555,343151,8532,10.03,461.5,1510,1665,20,166,41,61,0,0,0,-100,0,0,0,135,14,13,5
16304,1177,20240809,100,29,6443.38,178776,3636,6.99,440.77,5818,914,339,29,29,13,0,0,157,-100,0,0,0,43,16,21,3
16305,1827,20240229,380,27,8460.69,247103,11473,5.65,424.28,882,132,59,186,140,61,0,0,195,-100,0,0,0,120,15,13,0
16306,1799,20240709,262,29,10976.69,316250,6118,10.61,133.2,2360,977,412,185,4,14,0,0,359,-100,0,0,0,19,36,8,7
16307,1349,20240314,26,28,5281.14,217942,5227,16.48,175.83,7419,852,233,134,73,4,0,0,0,-100,0,0,0,18,46,17,3
16309,1837,20240308,37,2,11151.27,123296,9182,1.71,72.19,7254,1413,80,168,66,39,0,0,228,-100,0,0,0,15,31,17,4
16310,1702,20240219,288,23,5277.38,255012,0,23.55,338.55,7322,1777,343,201,58,79,1,95363.11126171832,282,1707.0161948110297,18.070161948110297,5277.38,114435.73351406198,92,10,8,0
16311,1308,20240302,220,8,5994.8,465542,0,21.01,84.83,6066,112,442,98,70,54,0,0,289,-100,0,0,0,86,22,24,19
16312,1345,20240416,221,30,5769.555,383204,13339,24,26.3,2067,1036,98,155,139,22,0,0,353,-100,0,0,0,0,23,19,12
16313,1127,20240717,221,19,5769.555,171975,13606,6.8,57.51,4563,539,442,215,53,56,0,0,287,-100,0,0,0,0,28,15,5
16314,1287,20241014,241,18,3652.33,98369,13543,4.42,334.83,5772,1927,440,173,79,61,0,0,126,-100,0,0,0,43,23,1,12
16315,1766,20241213,231,4,6512.33,452929,2235,21.93,271,1153,602,32,193,77,68,0,0,210,-100,0,0,0,22,37,22,4
16316,1725,20240529,32,29,7517.09,12765,6042,1.71,189.25,819,241,200,127,1,70,0,0,237,-100,0,0,0,0,46,23,0
16317,1762,20241220,84,7,10683.11,449240,2208,10.68,360.82,3936,637,84,216,140,8,0,0,54,-100,0,0,0,102,45,14,11
16318,1596,20240204,154,19,5769.555,374061,4367,11.03,420.11,6015,1356,197,61,56,56,0,0,260,-100,0,0,0,0,16,16,16
16319,1487,20240312,180,10,5769.555,62162,7652,6.04,25.296,2036,1819,491,281,117,4,0,0,0,-100,0,0,0,139,7,13,5
16321,1406,20240429,28,25,737.548,368972,1922,16.85,411.99,7360,895,477,226,12,43,0,0,136,-100,0,0,0,44,48,18,17
16322,1388,20241028,146,14,2375.09,27988,3374,8.33,259.1,1598,92,273,233,86,3,0,0,330,-100,0,0,0,126,45,4,7
16323,1525,20240411,139,12,4188.46,185147,11874,3.04,107.96,4208,1536,73,281,31,2,0,0,375,-100,0,0,0,76,38,1,6
16324,1557,20240731,58,28,8157.7,331191,7994,8.78,474.668,1579,1357,247,183,98,52,0,0,383,-100,0,0,0,0,46,0,11
16325,1639,20240928,26,30,10110.07,170679,0,12.76,331.11,980,713,208,99,52,24,0,0,336,-100,0,0,0,31,30,21,2
16326,1626,20240228,38,34,2430.09,0,0,1.71,25.296,6042,596,87,127,104,48,0,0,120,-100,0,0,0,91,22,23,7
16327,1276,20240320,213,13,2998.12,0,0,24.24,219.2,3619,172,418,123,11,36,0,0,213,-100,0,0,0,0,32,13,8
16328,1500,20240729,118,45,9888.26,0,0,17.84,345.09,6226,553,467,44,6,55,0,0,230,-100,0,0,0,0,25,12,1
16329,1717,20240718,127,15,1822.7,163094,14513,3.28,380.7,6960,1434,77,57,57,8,0,0,0,-100,0,0,0,63,40,15,17
16330,1337,20240908,109,16,5769.555,485800,2298,1.71,408.42,1787,230,185,265,140,23,0,0,134,-100,0,0,0,82,12,4,13
16331,1481,20241020,19,23,8805.69,251066,10948,24.24,445.93,4446,1911,387,178,88,48,0,0,368,-100,0,0,0,100,41,21,0
16332,1897,20241216,190,11,2035.6,200307,10125,15.83,407.43,2940,1492,44,194,14,49,0,0,182,-100,0,0,0,56,48,4,14
16333,1273,20240524,355,16,9945,0,0,15.2,227.6,4402,1085,59,209,132,53,0,0,281,-100,0,0,0,106,16,23,6
16334,1058,20241214,322,36,5911.67,0,0,24.24,391.63,6679,1331,59,12,5,1,0,0,232,-100,0,0,0,70,5,5,3
16335,1328,20240909,95,15,5398.49,254142,14340,21.93,203.67,3091,1552,334,36,36,71,0,0,53,-100,0,0,0,88,36,9,11
16336,1731,20240118,22,28,1666.3,71596,13966,2.22,120.44,7988,1855,34,32,0,52,0,0,270,-100,0,0,0,93,42,6,17
16337,1109,20240321,326,8,8171.92,274545,9290,19.27,138.3,5089,890,60,93,38,28,1,35615.87816,338,335.8324378899598,4.358324378899598,8171.92,42739.05379010064,48,37,5,15
16338,1279,20241214,112,18,10613.81,147584,581,3.77,440.52,246,987,169,99,99,65,0,0,164,-100,0,0,0,70,35,18,2
16339,1686,20240720,161,23,8320.69,137969,1716,20.17,312.33,40,1331,242,216,72,43,0,0,174,-100,0,0,0,103,8,6,17
16340,1328,20241207,108,14,5769.555,121282,3090,5.76,156.23,4134,173,476,253,108,59,0,0,123,-100,0,0,0,0,13,3,9
16341,1776,20240630,222,15,8400.64,53482,2916,24.24,207.5,2780,1309,260,223,32,9,0,0,378,-100,0,0,0,86,28,19,11
16342,1315,20240414,325,27,6143.81,0,0,5.47,122.73,4754,602,303,33,33,46,0,0,303,-100,0,0,0,138,48,10,7
16343,1474,20240609,269,38,10252.08,25103,2499,15.22,275.04,3785,123,214,71,4,78,1,48398.52052961071,271,372.0848894040108,4.720848894040108,10252.08,58078.224635532846,78,14,23,13
16344,1111,20241006,255,11,5542.78,415596,921,21.76,29.98,69,1875,466,270,15,65,0,0,186,-100,0,0,0,17,25,22,15
16346,1781,20240628,261,4,1260.01,423345,1026,12.05,181.31,5799,1638,149,112,112,15,0,0,187,-100,0,0,0,63,37,22,0
16347,1229,20240217,147,3,3408.75,499231,13410,23.69,247.08,112,1277,142,272,56,52,0,0,379,-100,0,0,0,107,27,6,9
16350,1473,20241217,247,9,5769.555,240197,11820,10.32,262.51,4705,1208,207,18,18,33,0,0,199,-100,0,0,0,55,20,0,8
16352,1272,20240729,269,23,4201.81,314002,13790,7.71,39.02,7990,1540,427,207,90,6,1,21714.805520642247,359,416.7964643961113,5.167964643961113,4201.81,26057.76662477069,40,32,20,18
16353,1887,20241105,123,25,5073.67,282099,2025,2.25,348.2,1309,1256,165,234,20,33,0,0,73,-100,0,0,0,74,6,14,17
16354,1002,20241104,36,5,5476.89,250002,11990,6.63,131.2,4501,1826,285,190,136,43,0,0,186,-100,0,0,0,93,49,4,17
16355,1758,20240930,289,1,9204.54,0,0,1.71,388.18,6209,562,66,57,51,24,0,0,245,-100,0,0,0,142,40,0,11
16356,1722,20240615,335,8,11274.85,8712,8712,3.52,241.9,2043,1136,216,102,102,15,0,0,293,-100,0,0,0,94,8,3,4
16357,1511,20240810,11,29,3184.3,320378,3687,6.49,82.63,757,1958,78,36,20,34,0,0,34,-100,0,0,0,113,0,23,4
16359,1871,20241127,363,7,2779.09,421979,4519,9.71,119.54,6580,1941,327,122,19,28,0,0,323,-100,0,0,0,0,23,19,13
16360,1013,20240113,71,8,9071.59,471651,0,22.54,474.668,7519,136,203,182,19,65,0,0,0,-100,0,0,0,45,14,12,11
16362,1498,20240822,178,1,737.548,43042,7679,22.41,234.45,7449,755,185,283,144,28,0,0,273,-100,0,0,0,76,37,24,8
16363,1733,20241209,172,32,8712.82,76773,9319,2.07,72.98,3392,1547,205,238,30,28,0,0,36,-100,0,0,0,119,38,10,7
16364,1238,20241205,137,1,10818.42,123321,12009,8.65,451.04,3662,1359,390,199,36,14,0,0,110,-100,0,0,0,131,22,10,7
16365,1094,20240308,116,3,11166.16,395341,11495,9.96,255.31,2224,264,179,285,58,59,0,0,22,-100,0,0,0,16,1,14,15
16367,1781,20240213,354,7,9449.73,22617,10117,23.11,261.73,3942,1333,152,8,8,61,0,0,329,-100,0,0,0,96,30,1,12
16368,1171,20240210,344,27,904.93,50023,13029,7.55,209.11,7218,241,349,46,32,17,0,0,207,-100,0,0,0,142,14,7,11
16369,1606,20240110,235,8,1976.97,225476,10113,19.65,281.49,1939,1629,81,146,119,38,0,0,50,-100,0,0,0,39,28,12,9
16370,1661,20241113,50,14,3186.63,93281,4619,11.95,364.24,923,1026,73,2,2,42,0,0,0,-100,0,0,0,93,4,14,8
16371,1624,20241001,156,3,6399.49,224505,1491,11.5,246.27,5156,631,157,182,46,0,1,57170.32233182873,298,793.3574758586814,8.933574758586813,6399.49,68604.38679819446,0,44,21,11
16372,1567,20240924,110,22,5769.555,164636,12653,21.28,283.4,1498,608,39,74,74,20,0,0,336,-100,0,0,0,79,8,4,19
16373,1849,20240708,14,14,7902.76,432258,1810,8.69,198.06,1070,1179,20,139,109,1,0,0,253,-100,0,0,0,103,48,22,5
16374,1467,20240913,365,19,5375.98,0,0,1.71,257.77,628,975,65,61,61,61,0,0,85,-100,0,0,0,0,43,1,14
16375,1628,20241125,45,36,9311.52,474820,7428,13.16,53,516,1563,162,242,58,13,0,0,348,-100,0,0,0,137,6,5,14
16376,1143,20240903,104,30,5769.555,400281,8981,6.34,232.19,6754,1240,219,252,110,59,0,0,0,-100,0,0,0,123,15,6,3
16377,1201,20241030,217,27,8980.01,0,0,8.94,275.5,4290,1382,80,262,96,65,0,0,225,-100,0,0,0,128,49,11,11
16378,1180,20240628,44,31,9954.74,223223,0,9.28,474.668,6966,40,225,31,15,6,0,0,36,-100,0,0,0,88,48,0,1
16379,1714,20240723,90,18,10018.96,280844,6844,22.29,394.58,6239,1565,249,238,56,43,0,0,0,-100,0,0,0,131,28,20,17
16380,1364,20241122,294,18,9365.65,269420,13717,21.78,197.3,4963,354,131,272,77,73,0,0,250,-100,0,0,0,0,49,15,11
16381,1479,20240731,246,16,837.82,473363,12665,23.38,410.88,328,985,317,42,32,54,0,0,164,-100,0,0,0,86,34,17,2
16382,1565,20240918,235,13,7497.28,462714,647,14.61,405.68,4996,41,480,69,69,72,0,0,89,-100,0,0,0,142,34,23,12
16383,1471,20240508,202,4,737.548,251396,10255,15.06,186.18,3116,619,40,92,87,32,0,0,30,-100,0,0,0,138,2,1,11
16385,1692,20240218,214,6,779.64,231976,2510,18.5,227.86,4893,764,41,220,127,48,1,35306.97434159015,157,4428.625306755701,45.28625306755701,779.64,42368.369209908175,0,24,3,15
16386,1417,20241124,199,25,11274.85,486946,4154,23.1,472.3,6258,883,125,178,55,43,0,0,365,-100,0,0,0,123,24,8,14
16387,1825,20241208,322,3,7388.23,24154,12627,1.71,181.39,7576,1570,215,250,113,68,0,0,75,-100,0,0,0,124,25,3,18
16388,1308,20240903,1,13,2224.88,329112,2654,7.19,458.27,6428,156,414,296,128,74,0,0,140,-100,0,0,0,142,39,9,12
16390,1694,20240307,250,15,9928.79,93571,7956,8.84,186.03,5425,877,33,216,84,8,1,145215.08624149178,116,1362.565793429932,14.625657934299324,9928.79,174258.10348979014,57,45,17,6
16391,1367,20240312,50,17,2200.98,347427,8819,21.28,272.42,394,665,424,109,49,74,0,0,0,-100,0,0,0,127,47,13,5
16392,1001,20240729,17,14,5769.555,183820,14648,12.33,474.668,3025,1480,296,36,27,57,1,28887.199384338663,0,400.6833175927548,5.006833175927548,5769.555,34664.639261206394,29,41,10,4
16393,1044,20240821,33,8,5769.555,45622,9623,24.24,132.78,6781,1505,251,288,121,15,0,0,279,-100,0,0,0,64,2,19,16
16394,1739,20240917,134,30,9471.69,7313,7313,21.57,262.39,5961,339,361,56,21,6,1,40790.64716178094,344,330.6585958976796,4.306585958976797,9471.69,48948.776594137125,124,13,12,0
16395,1843,20240101,324,35,2375.56,259933,3381,3.97,276.5,1349,55,468,203,97,23,0,0,235,-100,0,0,0,89,39,24,16
16397,1720,20241205,320,23,6386.41,492743,5240,14.11,57.94,5580,45,380,238,19,51,0,0,19,-100,0,0,0,0,8,14,11
16398,1265,20240201,324,11,1781.1,114650,13342,9.47,399.19,6830,369,68,112,112,42,0,0,191,-100,0,0,0,96,12,1,0
16399,1800,20240702,369,29,5769.555,0,0,15.67,333.19,7615,1531,176,145,132,79,0,0,0,-100,0,0,0,0,29,22,18
16400,1783,20241222,54,15,5652.23,194355,5333,15.12,91.13,1020,625,329,272,53,17,0,0,349,-100,0,0,0,112,37,6,5
16401,1140,20240325,61,14,2819.81,401341,5667,1.71,139.56,4621,1760,159,20,20,16,1,22463.21006968104,14,696.6214060408693,7.966214060408693,2819.81,26955.852083617243,65,35,6,18
16402,1481,20240407,90,15,8834.96,207024,3322,10.25,96.95,21,1445,260,25,25,64,0,0,342,-100,0,0,0,91,48,4,7
16403,1237,20241029,94,2,10735.85,444611,2514,11.5,125.84,5347,1198,135,291,126,66,0,0,76,-100,0,0,0,97,26,2,11
16404,1072,20240412,177,33,10956.42,129958,3212,22.3,184.18,3427,529,109,187,121,47,0,0,338,-100,0,0,0,142,17,14,5
16406,1190,20240628,144,5,4345.56,444757,13114,6.2,456.9,7856,393,388,91,91,59,0,0,58,-100,0,0,0,97,11,12,19
16407,1268,20240522,252,9,11154.63,162632,8498,14.84,204.86,590,863,129,33,6,32,0,0,230,-100,0,0,0,135,14,1,2
16408,1321,20241114,341,28,737.548,470134,4124,10.69,250.21,1418,96,62,152,108,1,0,0,123,-100,0,0,0,45,40,11,12
16410,1232,20241121,51,10,2171.23,92995,10389,1.71,28.7,645,1705,31,68,19,70,1,19688.49058798419,48,806.7897269282475,9.067897269282476,2171.23,23626.188705581026,135,33,15,13
16411,1042,20240307,324,1,5612.74,126715,4672,24.24,125.99,6172,700,21,155,58,68,0,0,377,-100,0,0,0,105,23,20,1
16412,1702,20240630,19,19,11274.85,191648,2415,3.8,449.51,2692,720,76,161,32,53,0,0,360,-100,0,0,0,0,28,13,6
16413,1883,20240822,8,2,6994.72,34227,1547,15.96,64.97,5239,379,325,153,133,37,0,0,267,-100,0,0,0,142,33,13,0
16415,1615,20240427,138,20,788.52,426155,691,12.97,284.36,5719,1319,251,227,15,42,0,0,166,-100,0,0,0,101,48,1,10
16416,1683,20241112,254,35,5769.555,65439,7626,7.94,442.65,546,404,223,218,46,36,0,0,0,-100,0,0,0,16,43,4,5
16417,1863,20241113,79,36,737.548,39360,7974,11.17,468.16,6896,770,27,179,145,60,0,0,24,-100,0,0,0,0,30,24,0
16418,1273,20240829,174,1,10506.32,198165,14092,6.17,262.37,3174,1366,300,13,13,7,0,0,88,-100,0,0,0,83,32,17,0
16419,1481,20240421,227,44,7756.01,445596,0,2.52,307.93,3120,731,159,255,75,57,0,0,218,-100,0,0,0,116,32,16,13
16420,1416,20240228,239,37,1460.43,449832,13969,15.76,203.15,4577,1641,424,95,95,37,0,0,167,-100,0,0,0,129,23,12,11
16421,1506,20240322,363,38,4393.5,291825,13143,21.96,58.58,4230,632,118,254,27,60,1,91697.65521175362,388,1987.1208651816005,20.871208651816005,4393.5,110037.18625410434,107,28,7,4
16422,1733,20240716,10,12,9746.41,432763,2725,14.25,466.6,4978,1928,286,278,147,9,0,0,180,-100,0,0,0,36,38,7,18
16423,1725,20241214,348,35,1726.62,493922,7603,11.88,95.92,3800,308,93,228,1,11,0,0,256,-100,0,0,0,57,19,23,2
16424,1853,20240619,6,13,2801.67,340845,12766,1.71,240.17,6156,893,189,166,72,52,0,0,138,-100,0,0,0,131,22,9,13
16425,1424,20240327,357,39,6519.81,17192,899,12.54,277.51,6227,740,51,71,71,11,1,115708.5370039366,56,1674.7225303181626,17.747225303181626,6519.81,138850.2444047239,142,11,0,17
16426,1407,20240713,260,13,1782.11,141968,5004,18.54,169.62,730,1578,493,210,83,43,1,68265.86612205635,48,3730.620226700729,38.306202267007286,1782.11,81919.03934646762,24,39,13,3
16427,1568,20241026,353,12,4623.34,176409,13893,4.37,377.96,6662,63,21,196,10,20,1,70813.77309274056,126,1431.6583485692283,15.316583485692284,4623.34,84976.52771128867,123,0,23,15
16428,1390,20240725,197,14,5769.555,309071,7031,19.23,350.9,1051,1774,306,274,145,79,0,0,240,-100,0,0,0,127,32,19,7
16429,1342,20240224,132,7,6549.02,371413,5436,12.35,110.99,1301,61,324,223,144,57,0,0,86,-100,0,0,0,68,48,3,12
16430,1614,20240823,139,30,8433.26,329070,13527,19.19,228.27,4689,1556,367,152,94,24,0,0,39,-100,0,0,0,74,32,14,13
16431,1493,20240211,289,32,7976.21,385348,6277,4.14,443.32,6670,1261,232,267,43,22,0,0,375,-100,0,0,0,123,14,0,19
16432,1192,20240519,348,29,2580.01,497861,9372,5.44,290.42,2286,447,275,58,17,15,0,0,199,-100,0,0,0,69,24,15,13
16433,1499,20240415,195,30,10161.05,167845,11533,11.43,116.91,1284,638,440,202,136,25,0,0,238,-100,0,0,0,138,29,3,5
16434,1822,20241204,108,14,5769.555,430928,1888,12.18,128.18,4193,1924,12,140,140,13,1,41718.703572090766,30,623.0835579536163,7.230835579536162,5769.555,50062.44428650892,128,48,12,8
16435,1712,20241129,312,25,11063.06,99340,12432,24.24,244.2,1685,54,53,50,50,66,1,104366.33191367658,0,843.3767141611506,9.433767141611506,11063.06,125239.59829641187,41,30,6,14
16436,1233,20241111,136,11,2632.06,420250,50,24.24,420.08,6735,1464,493,111,88,59,0,0,288,-100,0,0,0,27,38,9,2
16437,1227,20240314,353,28,11274.85,120979,921,11.69,112.87,356,299,130,102,30,61,1,118747.9960608548,249,953.2113159896122,10.532113159896122,11274.85,142497.59527302574,101,9,17,15
16438,1371,20240411,360,14,9585.66,28760,8069,6.38,84.08,4721,1546,201,28,28,14,1,110029.7832586587,292,1047.858188780519,11.478581887805191,9585.66,132035.73991039043,47,20,13,7
16439,1139,20241107,1,24,2093.25,235411,7498,17.47,172.46,1856,101,338,233,127,65,0,0,265,-100,0,0,0,57,3,11,18
16440,1856,20240403,340,9,1966.81,101644,10942,5.24,30.11,3117,225,119,268,48,47,0,0,0,-100,0,0,0,75,0,8,12
16441,1817,20240831,129,29,1060.13,289339,0,7.27,446.89,5258,613,144,156,98,14,0,0,77,-100,0,0,0,0,39,6,12
16442,1149,20240806,172,29,3005.9,190109,7197,13.7,241.05,2381,767,100,298,111,26,0,0,122,-100,0,0,0,117,1,3,2
16443,1115,20240919,23,13,7926.33,28170,12131,23.66,447.15,3484,1128,156,282,77,65,1,41264.748719594616,132,420.6034661639701,5.206034661639702,7926.33,49517.69846351354,87,43,18,3
16444,1450,20241028,11,3,6267.61,436536,5757,1.71,301.15,778,500,495,48,48,30,0,0,350,-100,0,0,0,46,17,15,17
16445,1063,20241002,121,22,7379.54,385707,558,17.02,375.52,6725,1225,450,124,76,48,0,0,51,-100,0,0,0,56,34,19,6
16446,1104,20241103,154,21,737.548,309741,14217,21.7,107.42,6560,1674,293,242,50,77,0,0,246,-100,0,0,0,116,46,21,2
16447,1851,20241112,373,38,1005.66,233880,6491,18.48,26.88,4593,1096,142,159,40,48,0,0,0,-100,0,0,0,79,34,11,4
16449,1668,20240519,317,38,10182.5,0,0,21.51,325.84,2605,641,420,85,85,61,0,0,301,-100,0,0,0,142,13,9,12
16450,1273,20240404,345,20,4345.09,0,0,19.67,81.17,3709,1876,108,145,62,62,0,0,262,-100,0,0,0,0,36,8,5
16452,1147,20241215,81,24,3734.85,65713,10859,3.1,351.2,1125,1510,381,33,33,33,0,0,66,-100,0,0,0,129,11,19,13
16453,1184,20240110,305,38,4973.76,13992,6536,17.76,55.07,2302,377,176,17,17,13,0,0,324,-100,0,0,0,0,24,13,2
16454,1028,20240603,99,15,7580.12,279139,13894,4.31,243.63,2946,1610,60,82,82,28,0,0,14,-100,0,0,0,106,39,2,18
16455,1550,20240921,94,29,4943.21,473237,880,22.5,29.9,1063,1734,71,181,62,43,0,0,95,-100,0,0,0,78,20,12,12
16456,1119,20240104,112,32,10769.64,167123,14067,16.38,36.44,5100,1609,235,160,17,5,0,0,371,-100,0,0,0,16,25,15,16
16457,1293,20240325,221,4,4844.49,60284,8017,22.01,416.81,5223,800,209,33,33,18,0,0,312,-100,0,0,0,104,37,16,14
16458,1371,20240706,325,31,2217.41,50813,1591,4.69,318.62,509,865,178,261,93,64,0,0,90,-100,0,0,0,142,12,17,13
16459,1244,20241204,9,32,3017.72,436873,291,14.68,77.77,4160,1461,173,116,116,58,1,91669.58889431215,70,2937.710221435791,30.37710221435791,3017.72,110003.50667317458,107,32,21,8
16460,1580,20240125,310,8,5608.74,345743,10124,1.71,25.296,2241,1388,156,20,20,50,0,0,335,-100,0,0,0,82,28,15,16
16461,1726,20240322,107,15,9400.43,160656,12130,2.77,177.21,7296,1485,355,26,26,45,1,72987.4785,283,676.4270198700516,7.764270198700516,9400.43,87584.97420476435,106,34,2,17
16462,1218,20240506,295,34,5769.555,37829,1728,9.01,108.54,3352,1615,3,232,76,79,0,0,121,-100,0,0,0,115,40,5,18
16463,1177,20240125,23,34,2264.22,326721,5806,7.43,259.18,5772,1038,424,79,79,33,0,0,214,-100,0,0,0,121,44,9,15
16464,1299,20240616,209,34,737.548,211572,3640,20.11,339.09,4665,262,390,9,9,44,0,0,119,-100,0,0,0,142,6,18,12
16465,1676,20240723,379,34,10439.44,0,0,13.82,136.28,7283,922,361,124,124,75,0,0,301,-100,0,0,0,101,45,1,19
16466,1058,20240102,338,30,2776.95,370263,4525,22.67,474.48,55,1610,420,110,30,19,1,78634.68950853143,187,2731.692666721815,28.316926667218148,2776.95,94361.62741023772,46,20,9,2
16467,1269,20241223,59,16,5769.555,445592,2584,23.83,467.58,4931,763,482,269,18,5,0,0,375,-100,0,0,0,45,1,11,15
16468,1308,20240712,195,27,6631.44,40711,912,21.84,25.296,2735,481,446,48,48,51,0,0,104,-100,0,0,0,109,9,15,2
16469,1570,20240517,203,31,5769.555,197444,680,7.47,267.84,5656,1062,298,70,70,40,0,0,292,-100,0,0,0,18,6,13,12
16470,1288,20240505,366,36,1803.75,165570,0,15.48,282.53,3025,1686,111,132,38,74,0,0,163,-100,0,0,0,25,31,4,9
16471,1105,20241109,201,9,8080.84,406645,11447,19.16,143.36,2827,700,459,200,132,43,0,0,65,-100,0,0,0,78,48,20,2
16472,1228,20241120,172,36,9826.98,311663,9240,13.52,132.46,3055,630,347,277,116,0,0,0,78,-100,0,0,0,21,7,24,7
16473,1247,20240127,191,10,5560.07,0,0,8.67,174.24,7316,259,91,90,39,21,0,0,42,-100,0,0,0,58,18,11,16
16474,1700,20240131,187,13,5383.95,281070,0,4.97,234.23,4325,1331,364,236,86,3,0,0,88,-100,0,0,0,81,4,2,1
16475,1494,20240120,95,21,9075.59,397666,955,24.11,135.84,4030,1812,18,194,120,78,0,0,362,-100,0,0,0,135,3,3,14
16476,1083,20240329,263,19,5769.555,468861,9405,5.55,303.47,7646,1011,115,296,2,39,0,0,0,-100,0,0,0,68,3,9,3
16477,1186,20240227,344,28,9438.07,303372,4033,20.38,454.58,4284,418,370,118,45,51,0,0,149,-100,0,0,0,89,26,16,18
16478,1252,20241217,357,12,737.548,255979,5301,3.76,364.82,793,1700,362,223,95,78,0,0,200,-100,0,0,0,115,27,10,16
16479,1355,20240219,308,26,10298.69,111555,7008,24.24,62.47,1935,599,330,132,132,26,1,50054.89696,257,386.03168904477263,4.860316890447726,10298.69,60065.87634778212,79,8,0,6
16480,1750,20240911,38,26,3181.74,398906,4044,8.77,25.296,4723,1333,345,185,7,34,0,0,222,-100,0,0,0,48,0,18,15
16482,1696,20240510,75,11,737.548,262612,0,4.24,327.06,3338,374,486,157,41,63,0,0,126,-100,0,0,0,70,13,15,18
16483,1796,20240331,195,12,10017.17,174312,3895,18.07,318.27,1563,335,372,1,1,51,0,0,164,-100,0,0,0,64,49,16,13
16484,1897,20241227,210,23,768.38,75841,0,17.41,52.16,2973,74,76,152,91,0,0,0,61,-100,0,0,0,88,8,0,1
16485,1210,20241230,226,13,11274.85,407847,0,9.8,176.2,5316,1587,204,109,64,72,1,79134.05991428645,113,601.8635273576716,7.0186352735767175,11274.85,94960.87189714372,61,7,13,16
16486,1816,20240327,232,25,5769.555,56584,10504,1.71,86.86,2867,415,228,80,10,37,0,0,0,-100,0,0,0,91,34,2,11
16487,1808,20240328,182,32,8399.26,382303,4403,10.6,237.87,5752,1077,336,56,56,29,0,0,209,-100,0,0,0,23,40,23,10
16488,1609,20240425,327,25,8717.46,394729,9961,14.21,246.58,4410,0,265,254,135,19,0,0,0,-100,0,0,0,50,19,15,18
16489,1447,20240413,179,17,3547.58,0,0,1.85,25.296,7040,1107,493,282,83,38,0,0,96,-100,0,0,0,111,25,11,19
16490,1460,20240420,175,21,9687.18,243389,0,7.09,383.89,4180,38,425,284,47,2,0,0,112,-100,0,0,0,43,4,14,5
16492,1720,20240712,286,16,4469.72,357376,4641,23.04,466.27,5561,701,38,174,69,18,0,0,26,-100,0,0,0,28,41,8,10
16493,1370,20240903,281,31,5769.555,332840,622,20.53,303.08,2654,156,447,118,106,55,0,0,33,-100,0,0,0,57,29,11,0
16494,1900,20240803,207,7,9275.88,282448,309,4.18,453.64,1033,1736,400,210,142,15,0,0,0,-100,0,0,0,24,28,18,7
16495,1492,20241231,149,1,7095.67,0,0,10.44,411.46,3534,317,213,33,27,76,0,0,354,-100,0,0,0,142,47,0,13
16496,1137,20240124,103,8,4443.01,0,0,5.58,273.96,6160,418,208,176,83,20,1,87680.30410596667,20,1873.4437713614573,19.734437713614568,4443.01,105216.3649,26,2,11,9
16498,1184,20240928,42,30,5769.555,167217,14936,22.07,209.91,4888,581,52,98,98,7,0,0,290,-100,0,0,0,102,1,22,1
